1	2	1082441188	1
1	3	1082441188	3
1	4	1082441188	1
1	5	1082441188	1
1	6	1082441188	1
1	7	1082441188	4
1	8	1082441188	1
1	9	1082441188	1
1	10	1082441188	4
1	11	1082441188	1
1	12	1082441188	1
1	13	1082441188	2
1	14	1082441188	2
1	15	1082441188	2
1	16	1082441188	2
1	17	1082441188	1
1	18	1082441188	1
1	19	1082441188	1
1	20	1082441188	1
1	21	1082441188	1
1	22	1082441188	1
1	23	1082441188	1
1	24	1082441188	2
1	25	1082441188	2
1	26	1082441188	1
1	27	1082441188	1
1	28	1082441188	1
1	29	1082441188	1
1	30	1082441188	1
2	3	1082441188	1
3	4	1082441188	1
3	5	1082441188	1
3	7	1082441188	3
3	8	1082441188	1
3	9	1082441188	1
3	10	1082441188	2
3	11	1082441188	1
3	12	1082441188	1
3	13	1082441188	1
3	14	1082441188	1
3	15	1082441188	1
3	16	1082441188	2
3	17	1082441188	1
3	18	1082441188	1
3	19	1082441188	1
3	20	1082441188	1
3	21	1082441188	1
3	22	1082441188	1
3	23	1082441188	1
3	24	1082441188	1
3	25	1082441188	2
3	26	1082441188	1
3	28	1082441188	1
3	29	1082441188	1
3	30	1082441188	1
4	5	1082441188	1
4	17	1082441188	1
4	18	1082441188	1
4	20	1082441188	1
4	21	1082441188	1
4	22	1082441188	1
4	23	1082441188	1
4	25	1082441188	1
5	17	1082441188	1
5	18	1082441188	1
5	20	1082441188	1
5	21	1082441188	1
5	22	1082441188	1
5	23	1082441188	1
5	25	1082441188	1
6	17	1082441188	1
6	24	1082441188	1
6	26	1082441188	1
6	31	1082441188	1
6	32	1082441188	1
6	33	1082441188	1
7	8	1082441188	1
7	10	1082441188	3
7	11	1082441188	1
7	12	1082441188	1
7	13	1082441188	1
7	14	1082441188	2
7	15	1082441188	2
7	16	1082441188	3
7	21	1082441188	1
7	24	1082441188	1
7	25	1082441188	1
7	26	1082441188	1
7	27	1082441188	1
7	28	1082441188	2
7	29	1082441188	2
7	30	1082441188	1
7	34	1082441188	1
7	35	1082441188	1
7	36	1082441188	1
7	37	1082441188	1
8	9	1082441188	1
8	19	1082441188	1
8	34	1082441188	2
9	19	1082441188	1
10	11	1082441188	1
10	12	1082441188	1
10	13	1082441188	1
10	14	1082441188	2
10	15	1082441188	1
10	16	1082441188	2
10	21	1082441188	1
10	24	1082441188	1
10	25	1082441188	1
10	26	1082441188	1
10	27	1082441188	1
10	28	1082441188	1
10	29	1082441188	1
10	30	1082441188	2
10	38	1082441188	1
11	12	1082441188	1
11	13	1082441188	1
11	14	1082441188	1
11	15	1082441188	1
11	16	1082441188	1
11	29	1082441188	1
12	13	1082441188	1
12	14	1082441188	2
12	15	1082441188	2
12	16	1082441188	1
12	29	1082441188	1
13	14	1082441188	3
13	15	1082441188	2
13	16	1082441188	1
13	29	1082441188	1
14	15	1082441188	3
14	16	1082441188	1
14	29	1082441188	1
14	37	1082441188	1
15	16	1082441188	1
15	29	1082441188	1
15	39	1082441188	1
16	24	1082441188	1
16	25	1082441188	1
16	26	1082441188	1
16	28	1082441188	1
16	29	1082441188	1
16	30	1082441188	1
16	33	1082441188	1
17	18	1082441188	1
17	20	1082441188	1
17	21	1082441188	1
17	22	1082441188	1
17	23	1082441188	1
17	25	1082441188	1
17	40	1082441188	1
17	41	1082441188	1
17	42	1082441188	1
17	43	1082441188	1
18	20	1082441188	1
18	21	1082441188	1
18	22	1082441188	1
18	23	1082441188	1
18	25	1082441188	1
18	31	1082441188	1
18	40	1082441188	1
18	41	1082441188	1
18	44	1082441188	1
18	45	1082441188	1
18	54	1082441188	1
19	36	1082441188	1
19	55	1082441188	1
19	56	1082441188	1
19	57	1082441188	1
20	21	1082441188	1
20	22	1082441188	1
20	23	1082441188	1
20	25	1082441188	1
20	30	1082441188	1
21	22	1082441188	1
21	23	1082441188	1
21	25	1082441188	1
22	23	1082441188	1
22	25	1082441188	1
22	49	1082441188	1
22	58	1082441188	1
22	59	1082441188	1
22	60	1082441188	1
23	25	1082441188	1
23	58	1082441188	1
23	59	1082441188	1
24	25	1082441188	1
24	26	1082441188	1
24	28	1082441188	1
24	30	1082441188	1
24	49	1082441188	1
25	26	1082441188	1
25	28	1082441188	1
25	30	1082441188	1
26	28	1082441188	1
26	30	1082441188	1
27	30	1082441188	1
30	32	1082441188	1
30	63	1082441188	1
30	64	1082441188	1
31	40	1082441188	1
31	41	1082441188	1
31	44	1082441188	1
31	45	1082441188	1
36	39	1082441188	1
36	55	1082441188	1
36	56	1082441188	1
36	57	1082441188	2
40	41	1082441188	1
40	44	1082441188	1
41	44	1082441188	1
44	49	1082441188	1
45	46	1082441188	1
46	47	1082441188	1
46	48	1082441188	1
46	49	1082441188	1
46	50	1082441188	1
46	51	1082441188	1
46	52	1082441188	1
46	53	1082441188	1
47	50	1082441188	1
47	51	1082441188	1
47	52	1082441188	1
47	53	1082441188	1
49	50	1082441188	1
49	51	1082441188	1
49	52	1082441188	1
49	53	1082441188	1
49	59	1082441188	1
49	61	1082441188	1
49	62	1082441188	1
50	51	1082441188	1
50	52	1082441188	1
50	53	1082441188	1
51	52	1082441188	1
51	53	1082441188	1
52	53	1082441188	1
55	56	1082441188	1
55	57	1082441188	1
56	57	1082441188	1
58	59	1082441188	1
59	61	1082441188	1
63	64	1082441188	1
